variable,x,y
chl_surface,-0.132349411,5.030020702179172E-7
chl_surface,-0.127717161376,5.030020702179172E-7
chl_surface,-0.123084911752,5.030020702179172E-7
chl_surface,-0.118452662128,5.030020702179172E-7
chl_surface,-0.113820412504,5.030020702179172E-7
chl_surface,-0.10918816288,5.030020702179172E-7
chl_surface,-0.104555913256,5.030020702179172E-7
chl_surface,-0.099923663632,5.030020702179172E-7
chl_surface,-0.09529141400800001,5.030020702179172E-7
chl_surface,-0.09065916438400001,5.030020702179172E-7
chl_surface,-0.08602691476,5.030020702179172E-7
chl_surface,-0.081394665136,5.030020702179172E-7
chl_surface,-0.076762415512,5.030020702179172E-7
chl_surface,-0.072130165888,5.030020702179172E-7
chl_surface,-0.067497916264,5.030020702179172E-7
chl_surface,-0.06286566664,5.030020702179172E-7
chl_surface,-0.058233417016,5.030020702179172E-7
chl_surface,-0.05360116739200001,5.030020702179172E-7
chl_surface,-0.04896891776800001,5.030020702179172E-7
chl_surface,-0.044336668144,5.030020702179172E-7
chl_surface,-0.03970441852000001,5.030020702179172E-7
chl_surface,-0.03507216889600001,5.030020702179172E-7
chl_surface,-0.030439919271999988,5.030020702179172E-7
chl_surface,-0.025807669647999992,5.030020702179172E-7
chl_surface,-0.021175420023999997,5.030020702179172E-7
chl_surface,-0.0165431704,5.030020702179172E-7
chl_surface,-0.011910920776000006,5.030020702179172E-7
chl_surface,-0.00727867115200001,5.030020702179172E-7
chl_surface,-0.002646421527999987,5.030020702179172E-7
chl_surface,0.0019858280960000085,5.030020702179172E-7
chl_surface,0.006618077720000004,5.030020702179172E-7
chl_surface,0.011250327344,5.030020702179172E-7
chl_surface,0.015882576967999995,5.030020702179172E-7
chl_surface,0.02051482659199999,5.030020702179172E-7
chl_surface,0.025147076215999986,5.030020702179172E-7
chl_surface,0.02977932583999998,5.030020702179172E-7
chl_surface,0.03441157546399998,5.030020702179172E-7
chl_surface,0.039043825088,5.030020702179172E-7
chl_surface,0.043676074711999996,5.030020702179172E-7
chl_surface,0.04830832433599999,5.030020702179172E-7
chl_surface,0.05294057395999999,5.030020702179172E-7
chl_surface,0.05757282358399998,5.030020702179172E-7
chl_surface,0.06220507320799998,5.514294798558694E-7
chl_surface,0.06683732283199997,7.259696417349915E-7
chl_surface,0.07146957245600002,9.546586170472438E-7
chl_surface,0.07610182208000002,1.2539466069938499E-6
chl_surface,0.08073407170400002,1.6451716646770365E-6
chl_surface,0.08536632132800001,2.1559797005465953E-6
chl_surface,0.089998570952,2.8221452339494135E-6
chl_surface,0.094630820576,3.689906179715763E-6
chl_surface,0.0992630702,4.818950856133597E-6
chl_surface,0.103895319824,6.286239113251213E-6
chl_surface,0.10852756944799999,8.190878361347131E-6
chl_surface,0.11315981907200001,1.0660343832569197E-5
chl_surface,0.11779206869599998,1.3858400052413344E-5
chl_surface,0.12242431831999998,1.7995173038798384E-5
chl_surface,0.12705656794400003,2.3339955077972263E-5
chl_surface,0.13168881756800002,3.0237435566959903E-5
chl_surface,0.13632106719200002,3.912828105967492E-5
chl_surface,0.140953316816,5.057515954831615E-5
chl_surface,0.14558556644,6.529566599056125E-5
chl_surface,0.150217816064,8.420382800977677E-5
chl_surface,0.154850065688,1.0846246004803106E-4
chl_surface,0.159482315312,1.3954903988633305E-4
chl_surface,0.164114564936,1.7933854542206973E-4
chl_surface,0.16874681455999999,2.3020741355139762E-4
chl_surface,0.17337906418399998,2.9516388894990087E-4
chl_surface,0.17801131380799998,3.780110855586827E-4
chl_surface,0.18264356343199997,4.8355088802054524E-4
chl_surface,0.18727581305599997,6.178384064696729E-4
chl_surface,0.19190806267999996,7.884986698627472E-4
chl_surface,0.19654031230399996,0.0010051210410892963
chl_surface,0.20117256192799995,0.001279747812077403
chl_surface,0.205804811552,0.001627480611205101
chl_surface,0.210437061176,0.0020672285463660955
chl_surface,0.2150693108,0.0026226313784718513
chl_surface,0.219701560424,0.0033231936395168304
chl_surface,0.224333810048,0.004205673933029175
chl_surface,0.22896605967199998,0.00531578017398715
chl_surface,0.23359830929599998,0.0067102303728461266
chl_surface,0.23823055891999997,0.008459238335490227
chl_surface,0.24286280854399997,0.010649498552083969
chl_surface,0.24749505816799997,0.013387735933065414
chl_surface,0.252127307792,0.016804898157715797
chl_surface,0.256759557416,0.021060938015580177
chl_surface,0.26139180704,0.026350488886237144
chl_surface,0.266024056664,0.032908786088228226
chl_surface,0.27065630628799997,0.0410185307264328
chl_surface,0.2752885559120001,0.051016222685575485
chl_surface,0.2799208055360001,0.06329874694347382
chl_surface,0.28455305516000007,0.07832753658294678
chl_surface,0.28918530478400006,0.09663084894418716
chl_surface,0.29381755440800006,0.11879940330982208
chl_surface,0.29844980403200005,0.14547552168369293
chl_surface,0.30308205365600005,0.17732784152030945
chl_surface,0.30771430328000005,0.21501144766807556
chl_surface,0.31234655290400004,0.259102463722229
chl_surface,0.31697880252800004,0.3100094497203827
chl_surface,0.32161105215200003,0.36785149574279785
chl_surface,0.326243301776,0.43231725692749023
chl_surface,0.3308755514,0.5025086402893066
chl_surface,0.335507801024,0.5768132209777832
chl_surface,0.340140050648,0.6528398990631104
chl_surface,0.344772300272,0.6982266306877136
chl_surface,0.349404549896,0.7006417512893677
chl_surface,0.35403679952,0.7026395201683044
chl_surface,0.358669049144,0.7042211890220642
chl_surface,0.363301298768,0.7053879499435425
chl_surface,0.367933548392,0.7061406970024109
chl_surface,0.372565798016,0.7064799666404724
chl_surface,0.37719804764,0.7064060568809509
chl_surface,0.381830297264,0.7059188485145569
chl_surface,0.3864625468880001,0.7050179839134216
chl_surface,0.3910947965120001,0.7037028670310974
chl_surface,0.39572704613600007,0.7019724249839783
