variable,x,y
o2_depth,-37.71571519,0.0
o2_depth,-36.78662017504,0.0
o2_depth,-35.857525160079994,0.0
o2_depth,-34.92843014512,0.0
o2_depth,-33.99933513016,0.0
o2_depth,-33.070240115199994,0.0
o2_depth,-32.141145100239996,0.0
o2_depth,-31.212050085279998,0.0
o2_depth,-30.282955070319996,0.0
o2_depth,-29.353860055359995,0.0
o2_depth,-28.424765040399997,0.0
o2_depth,-27.49567002544,0.0
o2_depth,-26.566575010479998,0.0
o2_depth,-25.637479995519996,0.0
o2_depth,-24.708384980559998,0.0
o2_depth,-23.779289965599993,0.0
o2_depth,-22.850194950639995,0.0
o2_depth,-21.921099935679997,0.0
o2_depth,-20.992004920719996,0.0
o2_depth,-20.062909905759994,0.0
o2_depth,-19.133814890799997,0.0
o2_depth,-18.204719875839995,0.0
o2_depth,-17.275624860879997,0.0
o2_depth,-16.346529845919996,0.0
o2_depth,-15.417434830959998,0.0
o2_depth,-14.488339815999993,0.0
o2_depth,-13.559244801039995,0.0
o2_depth,-12.630149786079997,0.0
o2_depth,-11.701054771119995,0.0
o2_depth,-10.771959756159998,0.0
o2_depth,-9.842864741199993,0.0
o2_depth,-8.913769726239995,0.0
o2_depth,-7.984674711279997,0.0
o2_depth,-7.055579696319995,0.0
o2_depth,-6.126484681359997,0.0
o2_depth,-5.197389666399992,0.0
o2_depth,-4.268294651439994,0.0
o2_depth,-3.3391996364799965,0.0
o2_depth,-2.4101046215199915,0.0
o2_depth,-1.4810096065599936,0.0
o2_depth,-0.5519145915999957,0.0
o2_depth,0.37718042336000224,0.0
o2_depth,1.3062754383200073,0.0
o2_depth,2.2353704532800123,0.0
o2_depth,3.164465468240003,0.0
o2_depth,4.093560483200008,0.0
o2_depth,5.022655498160006,0.0
o2_depth,5.951750513120004,0.0
o2_depth,6.880845528080002,0.0
o2_depth,7.809940543040007,0.0
o2_depth,8.739035558000012,0.0
o2_depth,9.668130572960003,0.0
o2_depth,10.597225587920008,0.0
o2_depth,11.526320602880006,0.0
o2_depth,12.455415617840004,0.0
o2_depth,13.384510632800009,0.0
o2_depth,14.313605647760006,0.0
o2_depth,15.242700662720004,0.0
o2_depth,16.171795677680002,0.0
o2_depth,17.100890692640007,0.0
o2_depth,18.029985707600012,0.0
o2_depth,18.959080722560003,0.0
o2_depth,19.888175737520008,0.0
o2_depth,20.817270752480006,0.0
o2_depth,21.746365767440004,0.0
o2_depth,22.67546078240001,0.0
o2_depth,23.604555797360007,0.0
o2_depth,24.533650812320012,0.0
o2_depth,25.462745827280003,0.0
o2_depth,26.391840842240015,0.0
o2_depth,27.320935857200013,0.0
o2_depth,28.25003087216001,0.0
o2_depth,29.17912588712001,0.0
o2_depth,30.108220902080006,0.0
o2_depth,31.037315917040004,0.0
o2_depth,31.966410932000002,0.0
o2_depth,32.895505946960014,0.0
o2_depth,33.82460096192001,0.0
o2_depth,34.75369597688001,0.0
o2_depth,35.68279099184001,0.0
o2_depth,36.611886006800006,0.0
o2_depth,37.540981021760004,0.0
o2_depth,38.47007603672,0.0
o2_depth,39.399171051680014,0.0
o2_depth,40.32826606664001,0.0
o2_depth,41.25736108160001,0.0
o2_depth,42.18645609656002,0.0
o2_depth,43.115551111520006,0.0
o2_depth,44.04464612648,0.0
o2_depth,44.97374114144,0.0
o2_depth,45.902836156400014,0.0
o2_depth,46.83193117136001,0.0
o2_depth,47.76102618632001,0.0
o2_depth,48.69012120128002,0.0
o2_depth,49.619216216240005,0.0
o2_depth,50.5483112312,0.0
o2_depth,51.47740624616,0.0
o2_depth,52.40650126112001,0.0
o2_depth,53.33559627608001,0.0
o2_depth,54.26469129104001,0.0
o2_depth,55.19378630600002,0.0
o2_depth,56.122881320960005,0.0
o2_depth,57.05197633592,0.0
o2_depth,57.981071350880015,0.0
o2_depth,58.91016636584001,0.0
o2_depth,59.83926138080001,0.0
o2_depth,60.76835639576001,0.0
o2_depth,61.69745141072002,0.0
o2_depth,62.626546425680004,0.0
o2_depth,63.55564144064,0.0
o2_depth,64.48473645560001,0.0
o2_depth,65.41383147056001,0.0
o2_depth,66.34292648552001,0.0
o2_depth,67.27202150048002,0.0
o2_depth,68.20111651544,0.0
o2_depth,69.1302115304,0.0
o2_depth,70.05930654536,0.0
o2_depth,70.98840156032001,0.0
o2_depth,71.91749657528001,0.0
o2_depth,72.84659159024001,0.0
o2_depth,73.77568660520002,0.0
o2_depth,74.70478162016,0.0
o2_depth,75.63387663512,0.0
o2_depth,76.56297165008002,0.0
o2_depth,77.49206666504001,0.0
o2_depth,78.42116168000001,0.0
o2_depth,79.35025669496001,0.0
o2_depth,80.27935170992002,0.0
o2_depth,81.20844672488,0.0
o2_depth,82.13754173984,0.0
o2_depth,83.06663675480002,0.0
o2_depth,83.99573176976001,0.0
o2_depth,84.92482678472001,0.0
o2_depth,85.85392179968001,0.0
o2_depth,86.78301681464002,0.0
o2_depth,87.7121118296,0.0
o2_depth,88.64120684456,0.0
o2_depth,89.57030185952001,0.0
o2_depth,90.49939687448003,0.0
o2_depth,91.42849188944001,0.0
o2_depth,92.35758690440002,0.0
o2_depth,93.28668191936,0.0
o2_depth,94.21577693432002,0.0
o2_depth,95.14487194928003,0.0
o2_depth,96.07396696424001,0.0
o2_depth,97.0030619792,0.0
o2_depth,97.93215699416001,0.0
o2_depth,98.86125200912,0.0
o2_depth,99.79034702408,0.0
o2_depth,100.71944203904002,0.0
o2_depth,101.648537054,0.0
o2_depth,102.57763206896001,0.0
o2_depth,103.50672708392003,0.0
o2_depth,104.43582209888001,0.0
o2_depth,105.36491711384002,0.0
o2_depth,106.29401212880003,0.0
o2_depth,107.22310714376002,0.0
o2_depth,108.15220215872003,0.0
o2_depth,109.08129717368001,0.0
o2_depth,110.01039218864,0.0
o2_depth,110.93948720360001,0.0
o2_depth,111.86858221856,0.0
o2_depth,112.79767723352,0.0
o2_depth,113.72677224848002,0.0
o2_depth,114.65586726344,0.0
o2_depth,115.58496227840001,0.0
o2_depth,116.51405729336003,0.0
o2_depth,117.44315230832001,0.0
o2_depth,118.37224732328002,0.0
o2_depth,119.30134233824003,0.0
o2_depth,120.23043735320002,0.0
o2_depth,121.15953236816003,0.0
o2_depth,122.08862738312004,0.0
o2_depth,123.01772239808,0.0
o2_depth,123.94681741304001,0.0
o2_depth,124.87591242799999,0.0
o2_depth,125.80500744296,0.0
o2_depth,126.73410245792002,0.0
o2_depth,127.66319747288,0.0
o2_depth,128.59229248784,0.0
o2_depth,129.52138750280002,0.0
o2_depth,130.45048251776,0.0
o2_depth,131.37957753272002,0.0
o2_depth,132.30867254768003,0.0
o2_depth,133.23776756264002,0.0
o2_depth,134.16686257760003,0.0
o2_depth,135.09595759256004,0.0
o2_depth,136.02505260752,0.0
o2_depth,136.95414762248,0.0
o2_depth,137.88324263744002,0.0
o2_depth,138.8123376524,0.0
o2_depth,139.74143266736002,0.0
o2_depth,140.67052768232,0.0
o2_depth,141.59962269728,0.0
o2_depth,142.52871771224002,0.0
o2_depth,143.4578127272,0.0
o2_depth,144.38690774216002,0.0
o2_depth,145.31600275712003,0.0
o2_depth,146.24509777208002,0.0
o2_depth,147.17419278704003,0.0
o2_depth,148.10328780200004,0.0
o2_depth,149.03238281696,0.0
o2_depth,149.96147783192,0.0
o2_depth,150.89057284688002,0.0
o2_depth,151.81966786184,0.0
o2_depth,152.74876287680001,0.0
o2_depth,153.67785789176003,0.0
o2_depth,154.60695290672,0.0
o2_depth,155.53604792168002,0.0
o2_depth,156.46514293664004,0.0
o2_depth,157.39423795160002,0.0
o2_depth,158.32333296656003,0.0
o2_depth,159.25242798152001,0.0
o2_depth,160.18152299648003,0.0
